tab,src_row,matched_id,stump_title,new_title,new_body,tier,codes_raw,codes_resolved,codes_unknown
Service Knowledge — EV Hybrid,115,cadcf355-b0ff-4236-b8a9-a33b68a859d8,**THE 'NO MAINTENANCE NEEDED' MARKETING IS BROADLY MISLEADING — BUT EDUCATION IS YOUR CONVERSION TOOL.** Tesla famously says it; Toyota Hybrid customers believe it; H/K EV owners assume their 10/100K,THE 'NO MAINTENANCE NEEDED' MARKETING IS BROADLY MISLEADING — BUT EDUCATION IS YOUR CONVERSION TOOL.,EV customer wants education. Dealership advantage.,generic,,,
Service Knowledge — EV Hybrid,116,1518ef2e-921f-4c14-b55b-a710d77e6c92,"**MOC HAS THE ONLY GENUINELY-INNOVATIVE EV-SPECIFIC PRODUCT IN THE CHEMICAL COMPANY SPACE.** BG, Wynn's, Bardahl — all behind on EV-specific products. **MOC Charge Port Cleaner (PN 1097) is patent-pen",MOC HAS THE ONLY GENUINELY-INNOVATIVE EV-SPECIFIC PRODUCT IN THE CHEMICAL COMPANY SPACE.,MOC = only chemistry brand with EV innovation. Real advantage.,generic,,,
Service Knowledge — EV Hybrid,117,cd5a5a76-f775-48ae-843d-f740738a4a30,"Practical guidance summary. **(1) Lead with education-first framing.** **(2) Pitch Charge Port Cleaner (CPC-051) on every EV** — patent-pending, unique. **(3) Pitch Banish rodent deterrent (RDD-052) o",Practical guidance summary.,Education / charge port / Banish / 12V / tires / brake fluid / POE / cooling / cabin filter.,generic,,,
Service Knowledge — EV Hybrid,118,e2317fd2-7aad-40e5-b4b2-a6d575c3d621,Position EV service as **EDUCATION-DRIVEN OPPORTUNITY CAPTURE.** Every EV customer is a knowledgeable-customer-trust-building moment. The dealership that educates retains. The dealership that pitches,Position EV service as EDUCATION-DRIVEN OPPORTUNITY CAPTURE.,EV = education + recurring revenue. Match or beat ICE per customer.,generic,,,
Product Knowledge — Hoses,5,fa0471a0-8c27-4e0f-8e77-096a9c8f96a6,Electrochemical degradation (ECD) is the #1 cause of premature coolant hose failure — over 60% of failures — and ECD attacks from the INSIDE OUT. The hose looks perfectly fine on the outside while cru,Electrochemical degradation (ECD) is the #1 cause of premature coolant hose failure — over 60% of failures — and ECD att,Hoses fail from the inside — visual inspection isn't enough.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,6,c6c6e410-508a-448f-9bdf-94e76fefb03b,"A coolant hose failure is rarely just a hose problem — it's a head gasket risk. Sudden coolant loss leads to overheating, which warps heads and blows gaskets. The $80 hose prevents the $3,000 head gas",A coolant hose failure is rarely just a hose problem — it's a head gasket risk.,A bad hose can cost you the engine.,generic,CLH-042 WTP-040,CLH-042 WTP-040,
Product Knowledge — Hoses,7,dfaa7a04-fa55-4c4c-a87f-19d2288c7fa3,"Coolant hoses must be replaced as part of the coolant flush service — not as a separate visit later. Labor access overlaps significantly, and replacing hoses while the system is already drained is the",Coolant hoses must be replaced as part of the coolant flush service — not as a separate visit later.,Hoses + flush — same visit.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,8,ec401fec-7b82-4ff8-bb19-5e40290e21ba,"Wrong coolant chemistry destroys hoses. OEM coolant specifications (Toyota SLLC pink, Ford Gold/Orange/Yellow, Honda Type 2 blue, GM Dex-Cool, Mercedes G05/G40/G48, BMW HOAT, VW G13/G12++, Subaru Supe",Wrong coolant chemistry destroys hoses.,OEM coolant only — wrong chemistry kills hoses.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,9,062f55e6-07e3-4f95-9c3b-b281ff38d032,"Modern engines run 16-20 PSI cooling system pressure — versus 4-8 PSI on legacy engines. The hoses on a 2020 vehicle face dramatically higher pressure cycling than the hoses on a 2005 vehicle, and the",Modern engines run 16-20 PSI cooling system pressure — versus 4-8 PSI on legacy engines.,Modern engines work hoses harder — quality matters more than ever.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,14,,,"Motorcraft is Ford's OE coolant hose brand — engineered to match the specific engine bay temperatures, coolant chemistry",Motorcraft is Ford's brand for your truck.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,15,,,"Ford's modern engines (EcoBoost 1.0L through 3.5L, Coyote 5.0L V8, 6.7L Power Stroke diesel) operate at significantly hi",Newer Ford engines work hoses harder.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,16,,,Ford uses a mix of conventional rubber hoses and quick-connect plastic-to-rubber assemblies — the plastic connectors are,Some Ford hoses are full assemblies — different than a simple hose.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,17,,,"F-150 and Super Duty trucks with the 6.7L Power Stroke diesel have an extensive coolant hose network — engine cooling, E",Power Stroke has more hoses than the gas trucks.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,18,,,EcoBoost engines have known coolant hose vulnerabilities at the turbocharger water lines — high temperatures cycle hoses,EcoBoost turbo lines wear faster — common issue.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,19,,,"Mustang GT, Mach 1, Dark Horse, and Shelby applications have heavier-duty hose specifications — validated for sustained ",Performance Mustang — performance hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,20,,,"Ford recommends coolant hose inspection at every oil change — thorough visual and squeeze test for soft spots, swelling,",Ford wants us to check hoses every oil change.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,21,,,"Mach-E, F-150 Lightning, and other Ford EVs still have coolant hoses — for traction battery cooling, motor cooling, and ","Your EV has coolant hoses too — different system, same service need.",generic,CLH-042,CLH-042,
Product Knowledge — Hoses,22,,,"Ford's coolant specifications have shifted multiple times — Gold (legacy), Orange (Motorcraft Specialty Orange), Yellow ",Right coolant for the right Ford — wrong one kills hoses.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,23,,,"Lincoln Navigator, Aviator, and Nautilus often have additional hoses for transmission cooling, oil cooling, and turbocha",Lincoln has more hoses — more to check.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,26,,,ACDelco is GM's OE coolant hose brand — options include Genuine GM (OE-identical) and Professional (OE-spec for service ,ACDelco is GM's brand.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,27,,,"The LS-based V8s, LT-series small blocks, and LM/L8T truck engines all use specific hose routings validated for the engi",Specific routing for your truck.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,28,,,"The 6.6L Duramax diesel (Silverado HD, Sierra HD) has extensive coolant hose networks — engine cooling, EGR cooling, oil",Duramax has more hoses than the gas trucks.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,29,,,"The 6.2L Supercharged LT4 and LT5 (Cadillac Blackwing, Corvette Z06/ZR1, Camaro ZL1) have additional coolant hoses for t",Supercharger has its own cooling loop.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,30,,,"Corvette (C7, C8) cooling systems have extensive front-radiator-to-rear-engine hose routing on the C8 due to the mid-eng",C8 hoses run further — bigger job.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,31,,,"The Hummer EV, Silverado EV, Lyriq, Bolt EV, and other GM EVs have coolant hoses for traction battery thermal management",Your EV has coolant hoses for the battery.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,32,,,GM trucks with Active Fuel Management or Dynamic Fuel Management cylinder deactivation depend on consistent engine tempe,Your truck's fuel system depends on stable cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,33,,,"ACDelco offers coolant hoses for police pursuit, fleet, and commercial applications (Tahoe PPV, Silverado SSV, Express v",skip — retail focus.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,34,,,GM's Dex-Cool coolant has specific hose compatibility requirements — using non-Dex-Cool products in Dex-Cool application,Dex-Cool only — wrong coolant gels and kills hoses.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,35,,,GM heater hoses and bypass hoses on V8 trucks are particularly known wear items — often failing before main upper/lower ,Heater hoses fail first on V8 trucks.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,38,,,"Toyota OE coolant hoses are typically supplied by Sumitomo Riko, Toyoda Gosei, and other Japanese manufacturers — specif",Toyota's brand of hose.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,39,,,"Toyota Super Long Life Coolant (SLLC, pink) and World Long Life Coolant (red, OEM-spec for older vehicles) have specific","Toyota pink for newer, red for older — only those.",generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,40,,,"The 3.5L V35A twin-turbo V6 in the Tundra, Sequoia, Lexus LX, and Land Cruiser has a more complex coolant hose system th",Turbo engines have more hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,41,,,"Tacoma, 4Runner, Tundra, and Sequoia in severe-duty conditions (off-road, towing in heat) place additional thermal load ",Tough conditions mean checking hoses more often.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,42,,,"Lexus performance applications (IS500, RC F, LC500) have heavier-duty hose specifications — for the 5.0L V8 with high-RP",Performance Lexus — performance hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,43,,,"Hybrid Toyotas (Prius, Camry Hybrid, RAV4 Hybrid, Highlander Hybrid) have additional cooling circuits for the inverter, ",Hybrids have more cooling circuits.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,44,,,"Toyota recommends coolant replacement every 10 years/100,000 miles initially, then every 5 years/50,000 miles thereafter",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,45,,,"The bZ4X EV has coolant hoses for traction battery thermal management, motor cooling, and cabin climate — validated for ",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,46,,,"Toyota's reputation for hitting 200,000+ miles depends partly on consistent cooling system maintenance — a single hose f",Toyota goes 200K+ when we maintain the cooling.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,47,,,The Mirai fuel-cell vehicle has unique coolant hose requirements for the fuel cell stack cooling — operates at different,skip.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,50,,,"Honda OE coolant hoses are typically supplied by Sumitomo Riko, Toyoda Gosei, and Honda-validated manufacturers — specif",Honda's brand of hose.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,51,,,Honda Type 2 Long Life Coolant (blue) is the OEM-spec for current applications — has specific chemistry that works with ,Honda Type 2 blue — only that.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,52,,,"The K-series 2.0L turbo (Civic Si, Civic Type R, Acura Integra Type S, Accord) has more complex coolant routing than nat",Turbo Honda has more hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,53,,,"The J-series V6 (J35Y6 in Pilot, Passport, Odyssey, Ridgeline, MDX) has specific hose configurations validated for the V",V6 has specific routing.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,54,,,"The L15B7 1.5L turbo (Civic, CR-V) has compact coolant routing with a smaller-than-average hose system — but the higher ",Smaller hose system — but works hard.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,55,,,"Honda Hybrid models (Accord Hybrid, CR-V Hybrid, Civic Hybrid) have additional cooling circuits for the hybrid component",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,56,,,The Honda Prologue EV and Acura ZDX EV have coolant hoses validated for GM's Ultium platform — these vehicles are built ,Built on GM platform — same cooling architecture.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,57,,,Honda's maintenance minder system flags cooling system inspection through specific sub-codes — coolant and hose service ,(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,58,,,"Honda recommends coolant replacement every 60,000 miles for the first service and every 30,000 miles thereafter — with h",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,59,,,"Acura applications (RDX, MDX, TLX, Integra) often have higher-grade hose materials and additional cooling circuits compa",Acura has higher-grade hoses than Honda.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,62,,,"Mopar offers OE coolant hose options including standard service and severe-duty for fleet, police, and heavy-duty applic",Mopar's the Stellantis brand.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,63,,,"The 5.7L and 6.4L HEMI V8s, the 3.6L Pentastar V6, and the new Hurricane inline-six all have specific hose routings vali",Specific hoses for your Mopar engine.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,64,,,"SRT and Hellcat applications (Charger, Challenger, Durango SRT, Trackhawk) have additional coolant hoses for the superch",Hellcat has its own cooling loop.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,65,,,"The 6.7L Cummins diesel in Ram heavy-duty trucks has an extensive coolant hose network — engine cooling, EGR cooling, oi",Cummins has more hoses than the gas trucks.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,66,,,"The 3.0L EcoDiesel V6 has specific hose configurations for diesel-specific components — including the EGR cooler, which ",EcoDiesel EGR cooler — known wear point.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,67,,,"Jeep Wrangler and Gladiator with off-road use see accelerated hose wear — heat, water exposure, and trail debris that ca",Off-road use — hoses take more wear.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,68,,,"The Charger Daytona EV, Wagoneer EV (upcoming), and other Stellantis EVs have coolant hoses for traction battery thermal",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,69,,,The Pacifica Hybrid (PHEV) has additional coolant circuits for the high-voltage battery and electric drive components.,(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,70,,,Mopar's OAT (organic acid technology) coolant has specific chemistry requirements — using incompatible coolant can cause,Mopar OAT coolant only — wrong chemistry kills hoses.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,71,,,"Stellantis's 48V mild-hybrid eTorque system (Ram 1500, Wrangler 4xe) has additional coolant hoses for the integrated mot",eTorque has its own cooling needs.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,74,,,"Subaru OE coolant hoses are typically supplied by Sumitomo Riko, Toyoda Gosei, and other Japanese manufacturers — specif",Subaru's brand of hose.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,75,,,The horizontally opposed boxer engine layout requires specific hose routing across both cylinder banks — different from ,Subaru's flat engine routes hoses differently.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,76,,,"Subaru's Super Coolant (blue, current spec) has specific chemistry that works with Subaru's hose materials — using incom",Subaru blue coolant only.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,77,,,WRX and STI applications have additional coolant hoses for the turbocharger and air-to-water intercooler circuits.,Turbo Subaru has more hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,78,,,"Outback, Forester, Crosstrek, and Ascent in outdoor and off-road use can see accelerated hose wear — gravel, water expos",Outdoor Subaru — hoses take more wear.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,79,,,"Subaru recommends coolant replacement at the initial 137,500-mile interval (Super Coolant) — and every 30,000 miles ther",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,80,,,The Solterra EV has coolant hoses for traction battery thermal management and motor cooling — validated through the Toyo,(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,81,,,"Subaru's EJ-series (legacy Forester, Outback, Impreza, Legacy) had a known issue with coolant hose degradation around 10",Older Subaru — heater hoses are common wear point.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,82,,,The boxer engine's relatively low engine bay height makes most coolant hoses accessible — though some routing across the,Most hoses easy — some need work to access.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,83,,,"Subaru's customer base often keeps vehicles 200,000+ miles — making consistent hose inspection a meaningful part of avoi",Hose service helps prevent head gasket issues.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,86,,,"Hyundai/Kia OE coolant hoses are typically supplied by DongSung, Pyung Hwa, and other Korean manufacturers — specificati",Hyundai's brand of hose.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,87,,,Hyundai/Kia Long Life Coolant (pink) is the OEM-spec for current applications — has specific chemistry compatibility wit,Hyundai pink coolant only.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,88,,,"The 3.5L twin-turbo V6 (Genesis G80, GV80, Hyundai Palisade Calligraphy) has more complex coolant routing than naturally",Turbo V6 — more hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,89,,,"The N performance lineup (Elantra N, Kona N legacy, Sonata N Line, Ioniq 5 N) uses heavier-duty hose specifications — va",N performance — performance hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,90,,,"The Ioniq 5, Ioniq 6, EV6, EV9, Genesis GV60, and Electrified GV70/G80 all have extensive coolant hose networks for trac",Fast-charging Hyundai EV — needs cooling for the speed.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,91,,,"Hybrid models (Tucson Hybrid, Sportage Hybrid, Sorento Hybrid, Niro Hybrid) have additional cooling circuits for the hyb",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,92,,,"Hyundai/Kia recommend coolant replacement every 10 years/120,000 miles initially — then every 30,000 miles thereafter.",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,93,,,Genesis applications often have higher-grade hose materials and additional cooling circuits — reflecting the luxury posi,Genesis luxury — luxury-grade hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,94,,,"The 10-year/100,000-mile powertrain warranty does not cover coolant hoses (a wear item) — making consistent inspection a","Warranty covers engine, hoses are wear items.",generic,CLH-042,CLH-042,
Product Knowledge — Hoses,95,,,The Kia Telluride and Hyundai Palisade share the Lambda 3.8L V6 cooling system architecture — simplifying inventory for ,skip — operational detail.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,98,,,"Nissan OE coolant hoses are typically supplied by Sumitomo Riko, Toyoda Gosei, and Nissan-validated manufacturers — spec",Nissan's brand of hose.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,99,,,Nissan Long Life Antifreeze/Coolant (blue) is the OEM-spec for current applications — has specific chemistry compatibili,(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,100,,,"The VQ35 V6 (used across many Nissan/Infiniti applications), VR30DDTT twin-turbo V6 (Q50, Q60, Z), and the legacy VK56 V",Specific hoses for your Nissan engine.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,101,,,"The GT-R's VR38DETT twin-turbo V6 has an extensive coolant hose network — engine, turbo, and air-to-water intercooler ci",GT-R has extensive cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,102,,,"The Z, Z Nismo, and GT-R use heavier-duty hose specifications — validated for sustained high-output operation.",Performance Nissan — performance hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,103,,,The Leaf and Ariya EVs have coolant hoses for traction battery thermal management — particularly important on the older ,Liquid cooling on newer Nissan EVs — better for battery life.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,104,,,"Frontier, Titan, Pathfinder, and Armada applications often see severe-duty conditions — warrant more frequent hose inspe",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,105,,,Nissan/Infiniti CVT-equipped models have additional coolant circuits for transmission cooling that share the cooling sys,CVT depends on stable cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,106,,,"Nissan recommends coolant replacement every 10 years/135,000 miles initially — then every 5 years/60,000 miles thereafte",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,107,,,"Infiniti applications (Q50, Q60, QX50, QX55, QX60, QX80) often have additional cooling circuits and higher-grade hose ma",Infiniti — luxury-grade.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,110,,,"Mazda OE coolant hoses are typically supplied by Sumitomo Riko, Toyoda Gosei, and other Japanese manufacturers — specifi",Mazda's brand of hose.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,111,,,Mazda FL-22 Long Life Coolant (green) is the OEM-spec for SkyActiv engines — has specific chemistry compatibility.,Mazda FL-22 green only.,generic,CLH-042 CLF-010 FL-22,CLH-042 CLF-010,FL-22
Product Knowledge — Hoses,112,,,The CX-90 and CX-70 use the new SkyActiv-G inline-six with specific cooling system routing for the larger engine bay pac,New larger engine — specific cooling routing.,zero,CLH-042 CX-90 CX-70,CLH-042,CX-90 CX-70
Product Knowledge — Hoses,113,,,The MX-5 Miata has compact coolant hose routing due to the small engine bay — most hoses easily accessible for inspectio,Quick to inspect on Miata.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,114,,,The CX-50 Turbo and CX-90 Turbo S use heavier-duty hose specifications — for the higher-output engines.,Turbo Mazda — performance hoses.,zero,CLH-042 CX-50 CX-90,CLH-042,CX-50 CX-90
Product Knowledge — Hoses,115,,,Mazda's i-stop system depends on consistent thermal management — a degraded hose causing temperature variations can affe,i-stop needs stable cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,116,,,The MX-30 EV has coolant hoses for traction battery thermal management.,(first sentence of the fact),generic,CLH-042 MX-30,CLH-042,MX-30
Product Knowledge — Hoses,117,,,The CX-90 PHEV has additional coolant circuits for the hybrid components — beyond the SkyActiv-G 2.5L's standard cooling,(first sentence of the fact),generic,CLH-042 CX-90,CLH-042,CX-90
Product Knowledge — Hoses,118,,,"Mazda recommends coolant replacement every 10 years/120,000 miles initially — then every 5 years/75,000 miles thereafter",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,119,,,Mazda's 'Jinba Ittai' driving philosophy emphasizes consistent vehicle performance — cooling system reliability is part ,Mazda is consistent — keep it that way with right parts.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,122,,,Mercedes uses high-spec OE coolant hoses validated for the brand's specific engine families and demanding thermal cycles,Mercedes-spec hoses.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,123,,,"AMG models (M139 turbo-four, M177/178 V8 biturbo, M256 inline-six) have additional coolant hoses for the turbocharger, i",AMG has more cooling circuits.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,124,,,The M256 inline-six and many modern Mercedes engines have integrated thermal management modules that consolidate multipl,"Modern Mercedes — modules, not just hoses.",zero,CLH-042,CLH-042,
Product Knowledge — Hoses,125,,,"Diesel applications (legacy OM642, OM651, OM654) have extensive coolant hose networks — including EGR cooling, oil cooli",Mercedes diesel has more hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,126,,,"The S-Class, EQS, and Maybach have the most sophisticated thermal management systems — multiple cooling loops for engine",Top-tier Mercedes — most complex cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,127,,,Mercedes service intervals (Service A and Service B) include cooling system inspection per the FSS (Flexible Service Sys,(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,128,,,"The EQS, EQE, EQB, EQS SUV, and other Mercedes EVs have extensive coolant hose networks — for traction battery cooling, ",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,129,,,"Mercedes coolant specifications (G05, G40, G48 depending on application) have specific compatibility requirements — usin",Right Mercedes coolant — wrong one kills hoses.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,130,,,Mercedes recommends coolant hose replacement at the same interval as coolant changes — not waiting for visible failure.,Mercedes wants hoses replaced with coolant — not when they look bad.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,131,,,The Mercedes-Benz 'MB-Approved' hose designation indicates factory-validated parts — using non-MB-approved hoses can aff,MB-Approved hoses for Mercedes warranty.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,134,,,"BMW uses OE coolant hoses supplied primarily by Continental, Cooper Standard, Rein (a Continental subsidiary), and other",BMW-spec hoses.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,135,,,"The B58 inline-six (used in many M Performance and base applications) and the S58 (M3, M4, M2) both have specific hose r",Specific hoses for your engine.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,136,,,"BMW is notorious for plastic coolant components — water pump impellers, expansion tanks, thermostat housings — that fail",BMW plastics fail with hoses — replace together.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,137,,,The Condition-Based Service (CBS) system flags cooling system service when needed — but proactive hose replacement is wi,CBS will tell you eventually — proactive is better.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,138,,,"M Performance and M models (M2, M3, M4, M5, M8, X3 M, X5 M, X6 M) have additional coolant hoses — for the higher-perform",M car — more cooling.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,139,,,"BMW recommends coolant replacement every 50,000 miles or 4 years on most modern applications — with hose inspection at e",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,140,,,"The i4, iX, i5, i7, iX3, and other BMW EVs have extensive coolant hose networks — for traction battery thermal managemen",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,141,,,BMW coolant specifications (BMW Coolant or HOAT-based formulas) have specific compatibility requirements — using non-BMW,BMW coolant only.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,142,,,"BMW M Performance applications (especially N20, N54, N55, S55) have known cooling system weak points where hoses, water ",BMW cooling — replace it all together.,zero,CLH-042 WTP-040,CLH-042 WTP-040,
Product Knowledge — Hoses,143,,,The Rolls-Royce models (under BMW Group) use BMW-derived V12 engines with extensive cooling system architecture — and pr,skip.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,146,,,VW/Audi use OE coolant hoses supplied primarily by Continental and Cooper Standard — specifications validated for the br,VW-spec hoses.,generic,CLH-042,CLH-042,
Product Knowledge — Hoses,147,,,The EA888 2.0L turbo (used across many VW and Audi applications) has known coolant system weak points — water pump assem,EA888 cooling — replace it all together.,generic,CLH-042 WTP-040,CLH-042 WTP-040,
Product Knowledge — Hoses,148,,,"Audi RS models (RS3, RS5, RS6, RS7) have additional coolant hoses — for the higher-performance demands of those engines.",RS — performance hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,149,,,"Diesel applications (legacy TDI 1.9L, 2.0L) have extensive coolant hose networks — including EGR cooling, oil cooler, an",TDI has more hoses.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,150,,,"Many MQB-platform vehicles share cooling system components and hose dimensions across brands — Golf/A3, Tiguan/Q3, Atlas",skip — operational detail.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,151,,,"The ID.4, ID.Buzz, Audi Q4 e-tron, Q6 e-tron, Q8 e-tron, e-tron GT, and other VW/Audi EVs have extensive coolant hose ne",(first sentence of the fact),generic,CLH-042,CLH-042,
Product Knowledge — Hoses,152,,,VW/Audi G13 (purple) and G12++ (pink) coolant specifications have specific chemistry — using incompatible coolant can ca,Right VW coolant — wrong kills hoses.,generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,153,,,"VW/Audi recommend coolant replacement every 5 years/75,000 miles — with hose inspection at every service visit.",(first sentence of the fact),generic,CLH-042 CLF-010,CLH-042 CLF-010,
Product Knowledge — Hoses,154,,,"The VR6 engine (legacy Jetta, Passat, Golf, R32) had a particularly complex coolant hose system — due to the unusual nar",skip — niche.,zero,CLH-042,CLH-042,
Product Knowledge — Hoses,155,,,VW/Audi adaptive thermal management systems on modern engines depend on consistent coolant flow — a degraded hose can pr,Cooling-system codes can come from hoses.,zero,CLH-042,CLH-042,
